Row,Col,Rainfall (mm)
42,34,828.23
42,35,770.37
42,36,774.9
42,37,789.88
42,38,755.01
42,39,744.78
42,40,714.39
42,41,698.74
42,42,726.76
42,43,781.06
42,44,814.8
42,45,796.47
42,46,802.33
42,47,806.2
42,48,873.26
42,49,846.93
42,50,988.29
42,51,1024.42
42,52,1060.46
42,53,1066.23
42,54,1061.0
42,55,1043.82
42,56,1024.59
42,57,950.99
42,58,912.41
42,59,877.23
42,60,919.02
42,61,969.27
42,62,984.99
42,63,974.78
42,64,923.2
42,65,908.2
42,66,929.41
42,67,994.86
42,68,1039.09
42,69,1075.32
42,70,1062.66
42,71,1066.47
42,72,1110.76
42,73,1214.26
42,74,1314.37
42,75,1392.87
42,76,1486.88
42,77,1578.9
42,78,1628.34
42,79,1695.33
42,80,1702.61
42,81,1764.24
42,82,-99.0
42,83,-99.0
42,84,-99.0
42,85,-99.0
42,86,-99.0
42,87,-99.0
42,88,-99.0
42,89,-99.0
42,90,-99.0
42,91,-99.0
42,92,-99.0
42,93,-99.0
42,94,2536.95
42,95,-99.0
42,96,-99.0
42,97,2316.13
42,98,2116.39
42,99,1965.08
42,100,1748.83
42,101,1581.39
42,102,1461.86
42,103,1399.81
42,104,1354.7
42,105,1267.92
42,106,1282.89
42,107,-99.0
42,108,-99.0
42,109,-99.0
42,110,-99.0
42,111,-99.0
42,112,-99.0
42,113,-99.0
42,114,-99.0
42,115,-99.0
42,116,-99.0
42,117,-99.0
42,118,-99.0
43,0,-99.0
43,1,-99.0
43,2,-99.0
43,3,-99.0
43,4,-99.0
43,5,-99.0
43,6,-99.0
43,7,-99.0
43,8,-99.0
43,9,-99.0
43,10,-99.0
43,11,-99.0
43,12,478.32
43,13,520.07
43,14,547.09
43,15,590.06
43,16,642.0
43,17,720.53
43,18,759.1
43,19,779.49
43,20,807.46
43,21,802.84
43,22,756.34
43,23,724.16
43,24,681.26
43,25,718.51
43,26,751.82
43,27,821.26
43,28,836.25
43,29,845.6
43,30,875.92
43,31,868.15
43,32,867.95
43,33,881.02
43,34,856.49
43,35,820.73
43,36,800.66
43,37,799.48
43,38,793.45
43,39,750.08
43,40,763.08
43,41,779.32
43,42,794.7
43,43,809.25
43,44,795.4
43,45,790.98
43,46,789.38
43,47,803.67
43,48,893.83
43,49,906.13
43,50,1028.92
43,51,1049.58
43,52,1023.76
43,53,1043.18
43,54,1035.3
43,55,1046.97
43,56,1010.89
43,57,975.93
43,58,945.48
43,59,918.9
43,60,929.06
43,61,961.01
43,62,996.01
43,63,998.25
43,64,959.43
43,65,977.3
43,66,1029.94
43,67,1053.64
43,68,1087.18
43,69,1134.42
43,70,1139.94
43,71,1177.39
43,72,1240.8
43,73,1338.45
43,74,1410.3
43,75,1482.67
43,76,1577.45
43,77,1653.67
43,78,1774.95
43,79,1813.23
43,80,1804.85
43,81,-99.0
43,82,-99.0
43,83,-99.0
43,84,-99.0
43,85,-99.0
43,86,-99.0
43,87,-99.0
43,88,-99.0
43,89,-99.0
43,90,-99.0
43,91,-99.0
43,92,-99.0
43,93,-99.0
43,94,-99.0
43,95,-99.0
43,96,-99.0
43,97,-99.0
43,98,2171.65
43,99,2037.39
43,100,1831.01
43,101,1711.8
43,102,1556.07
43,103,1474.22
43,104,1404.91
43,105,1366.67
43,106,1388.87
43,107,-99.0
43,108,-99.0
43,109,-99.0
43,110,-99.0
43,111,-99.0
43,112,-99.0
43,113,-99.0
43,114,-99.0
43,115,-99.0
43,116,-99.0
43,117,-99.0
43,118,-99.0
44,0,-99.0
44,1,-99.0
44,2,-99.0
44,3,-99.0
44,4,-99.0
44,5,-99.0
44,6,-99.0
44,7,-99.0
44,8,-99.0
44,9,-99.0
44,10,-99.0
44,11,-99.0
44,12,481.92
44,13,549.37
44,14,604.82
44,15,658.72
44,16,698.16
44,17,733.02
44,18,760.68
44,19,815.13
44,20,825.59
44,21,831.77
44,22,837.82
44,23,806.24
44,24,785.25
44,25,749.12
44,26,752.53
44,27,776.55
44,28,804.86
44,29,841.82
44,30,851.08
44,31,875.71
44,32,852.26
44,33,859.38
44,34,852.46
44,35,847.77
44,36,838.02
44,37,813.27
44,38,800.42
44,39,807.48
44,40,814.98
44,41,852.04
44,42,840.55
44,43,855.68
44,44,829.84
44,45,819.61
44,46,853.33
44,47,851.49
44,48,881.27
44,49,933.78
44,50,1060.06
44,51,1046.26
44,52,988.42
44,53,976.3
44,54,992.42
44,55,994.27
44,56,970.84
44,57,986.84
44,58,949.88
44,59,926.95
44,60,895.71
44,61,926.6
44,62,957.66
44,63,941.34
44,64,944.31
44,65,954.67
44,66,1000.7
44,67,1032.05
44,68,1067.92
44,69,1110.29
44,70,1157.56
44,71,1231.39
44,72,1318.03
44,73,1418.88
44,74,1568.0
44,75,1619.05
44,76,1689.15
44,77,1792.1
44,78,1883.55
44,79,1924.03
44,80,-99.0
44,81,-99.0
44,82,-99.0
44,83,-99.0
44,84,-99.0
44,85,-99.0
44,86,-99.0
44,87,-99.0
44,88,-99.0
44,89,-99.0
44,90,-99.0
44,91,-99.0
44,92,-99.0
44,93,-99.0
44,94,-99.0
44,95,-99.0
44,96,-99.0
44,97,2276.09
44,98,2105.49
44,99,1979.04
44,100,1897.18
44,101,1736.07
44,102,1530.14
44,103,1437.42
44,104,1381.82
44,105,1398.31
44,106,-99.0
44,107,-99.0
44,108,-99.0
44,109,-99.0
44,110,-99.0
44,111,-99.0
44,112,-99.0
44,113,-99.0
44,114,-99.0
44,115,-99.0
44,116,-99.0
44,117,-99.0
44,118,-99.0
45,0,-99.0
45,1,-99.0
45,2,-99.0
45,3,-99.0
45,4,-99.0
45,5,-99.0
45,6,-99.0
45,7,-99.0
45,8,-99.0
45,9,386.47
45,10,-99.0
45,11,-99.0
45,12,547.31
45,13,627.74
45,14,675.67
45,15,742.9
45,16,800.92
45,17,792.41
45,18,801.29
45,19,836.26
45,20,834.14
45,21,792.77
45,22,766.16
45,23,793.46
45,24,794.07
45,25,779.54
45,26,746.92
45,27,735.48
45,28,762.94
45,29,803.74
45,30,845.13
45,31,842.01
45,32,837.99
45,33,862.31
45,34,868.83
45,35,843.17
45,36,860.42
45,37,809.97
45,38,842.16
45,39,842.62
45,40,889.22
45,41,939.74
45,42,953.9
45,43,961.54
45,44,975.76
45,45,956.35
45,46,979.92
45,47,988.13
45,48,1010.51
45,49,1042.93
45,50,1100.66
45,51,1064.09
45,52,997.1
45,53,974.0
45,54,998.61
45,55,1004.13
45,56,989.68
45,57,985.53
45,58,926.89
45,59,913.56
45,60,928.0
45,61,898.53
45,62,850.76
45,63,839.32
45,64,847.26
45,65,898.72
45,66,940.42
45,67,983.58
45,68,1044.86
45,69,1083.09
45,70,1171.36
45,71,1248.23
45,72,1368.61
45,73,1495.84
45,74,1625.01
45,75,1722.43
45,76,1802.21
45,77,1861.26
45,78,1937.06
45,79,1897.68
45,80,1845.36
45,81,1834.69
45,82,-99.0
45,83,-99.0
45,84,-99.0
45,85,-99.0
45,86,-99.0
45,87,-99.0
45,88,-99.0
45,89,-99.0
45,90,-99.0
45,91,-99.0
45,92,-99.0
45,93,-99.0
45,94,-99.0
45,95,-99.0
45,96,2345.23
45,97,2226.9
45,98,2073.48
45,99,1925.04
45,100,1734.99
45,101,1585.77
45,102,1417.46
45,103,1354.63
45,104,1339.71
45,105,-99.0
45,106,-99.0
45,107,-99.0
45,108,-99.0
45,109,-99.0
45,110,-99.0
45,111,-99.0
45,112,-99.0
45,113,-99.0
45,114,-99.0
45,115,-99.0
45,116,-99.0
45,117,-99.0
45,118,-99.0
46,0,-99.0
46,1,-99.0
46,2,-99.0
46,3,291.31
46,4,332.27
46,5,379.34
46,6,415.85
46,7,455.92
46,8,462.94
46,9,490.28
46,10,533.05
46,11,566.19
46,12,612.73
46,13,686.17
46,14,755.41
46,15,817.05
46,16,831.23
46,17,819.61
46,18,805.51
46,19,784.56
46,20,772.35
46,21,728.15
46,22,699.02
46,23,724.76
46,24,711.33
46,25,729.95
46,26,711.69
46,27,687.54
46,28,716.33
46,29,741.68
46,30,769.83
46,31,809.89
46,32,841.85
46,33,851.08
46,34,868.91
46,35,833.32
46,36,852.15
46,37,859.95
46,38,880.8
46,39,929.77
46,40,965.43
46,41,1025.82
46,42,1075.51
46,43,1107.34
46,44,1065.74
46,45,1066.99
46,46,1104.54
46,47,1123.59
46,48,1131.73
46,49,1133.92
46,50,1196.37
46,51,1131.2
46,52,1080.43
46,53,1073.05
46,54,1092.13
46,55,1105.71
46,56,1075.03
46,57,1014.66
46,58,970.03
46,59,954.87
46,60,943.53
46,61,907.24
46,62,866.78
46,63,829.41
46,64,797.86
46,65,812.96
46,66,858.89
46,67,945.05
46,68,997.87
46,69,1049.69
46,70,1169.06
46,71,1274.7
46,72,1349.21
46,73,1480.11
46,74,1611.03
46,75,1751.83
46,76,1796.42
46,77,1855.01
46,78,1904.17
46,79,1808.32
46,80,1786.39
46,81,1778.38
46,82,1802.2
46,83,-99.0
46,84,-99.0
46,85,-99.0
46,86,-99.0
46,87,-99.0
46,88,-99.0
46,89,-99.0
46,90,-99.0
46,91,-99.0
46,92,-99.0
46,93,-99.0
46,94,2298.05
46,95,2263.45
46,96,2207.09
46,97,2025.31
46,98,1874.76
46,99,1718.31
46,100,1587.34
46,101,1439.06
46,102,1315.91
46,103,1299.13
46,104,1327.73
46,105,-99.0
46,106,-99.0
46,107,-99.0
46,108,-99.0
46,109,-99.0
46,110,-99.0
46,111,-99.0
46,112,-99.0
46,113,-99.0
46,114,-99.0
46,115,-99.0
46,116,-99.0
46,117,-99.0
46,118,-99.0
47,0,-99.0
47,1,239.18
47,2,288.73
47,3,326.31
47,4,357.61
47,5,413.54
47,6,459.45
47,7,515.42
47,8,538.79
47,9,585.31
47,10,608.39
47,11,632.54
47,12,664.74
47,13,733.47
47,14,789.86
47,15,849.21
47,16,866.12
47,17,803.9
47,18,747.21
47,19,716.69
47,20,685.97
47,21,655.47
47,22,636.92
47,23,649.29
47,24,669.96
47,25,701.73
47,26,684.41
47,27,637.94
47,28,659.2
47,29,679.64
47,30,727.48
47,31,764.2
47,32,805.99
47,33,825.22
47,34,818.46
47,35,838.9
47,36,860.23
47,37,906.7
47,38,952.4
47,39,995.43
47,40,1042.0
47,41,1086.03
47,42,1094.73
47,43,1158.7
47,44,1131.5
47,45,1128.36
47,46,1156.56
47,47,1220.19
47,48,1267.63
47,49,1259.59
47,50,1238.29
47,51,1192.26
47,52,1140.69
47,53,1124.78
47,54,1130.36
47,55,1126.82
47,56,1089.09
47,57,1034.69
47,58,1000.48
47,59,977.05
47,60,975.36
47,61,872.0
47,62,835.82
47,63,781.68
47,64,750.62
47,65,759.18
47,66,794.3
47,67,859.28
47,68,922.1
47,69,1014.15
47,70,1141.03
47,71,1216.81
47,72,1346.93
47,73,1420.85
47,74,1550.39
47,75,1650.95
47,76,1736.43
47,77,1753.91
47,78,1798.09
47,79,1743.9
47,80,1765.55
47,81,1793.54
47,82,1804.31
47,83,-99.0
47,84,-99.0
47,85,-99.0
47,86,-99.0
47,87,-99.0
47,88,-99.0
47,89,-99.0
47,90,-99.0
47,91,-99.0
47,92,-99.0
47,93,2150.79
47,94,2110.43
47,95,2076.5
47,96,2000.93
47,97,1879.51
47,98,1684.85
47,99,1513.66
47,100,1367.21
47,101,-99.0
47,102,-99.0
47,103,-99.0
47,104,1281.12
47,105,-99.0
47,106,-99.0
47,107,-99.0
47,108,-99.0
47,109,-99.0
47,110,-99.0
47,111,-99.0
47,112,-99.0
47,113,-99.0
47,114,-99.0
47,115,-99.0
47,116,-99.0
47,117,-99.0
47,118,-99.0
48,0,-99.0
48,1,-99.0
48,2,338.12
48,3,373.06
48,4,414.51
48,5,449.43
48,6,516.02
48,7,580.44
48,8,640.84
48,9,667.85
48,10,691.63
48,11,724.6
48,12,747.68
48,13,793.83
48,14,825.8
48,15,880.45
48,16,888.79
48,17,846.61
48,18,797.69
48,19,753.8
48,20,678.87
48,21,644.14
48,22,583.44
48,23,577.44
48,24,604.21
48,25,634.11
48,26,641.25
48,27,636.71
48,28,635.49
48,29,655.25
48,30,702.01
48,31,735.83
48,32,773.35
48,33,804.27
48,34,842.62
48,35,859.57
48,36,909.08
48,37,957.34
48,38,977.66
48,39,1019.09
48,40,1062.93
48,41,1112.06
48,42,1152.8
48,43,1208.6
48,44,1245.34
48,45,1221.96
48,46,1263.25
48,47,1269.25
48,48,1291.56
48,49,1272.69
48,50,1264.14
48,51,1244.53
48,52,1167.42
48,53,1132.93
48,54,1137.73
48,55,1116.02
48,56,1104.07
48,57,1056.65
48,58,1019.23
48,59,972.83
48,60,924.71
48,61,831.93
48,62,780.56
48,63,763.05
48,64,761.9
48,65,771.15
48,66,795.51
48,67,838.72
48,68,882.06
48,69,973.79
48,70,1084.63
48,71,1211.14
48,72,1320.27
48,73,1409.37
48,74,1526.12
48,75,1641.2
48,76,1679.2
48,77,1714.24
48,78,1709.29
48,79,1715.7
48,80,1784.15
48,81,1795.64
48,82,-99.0
48,83,-99.0
48,84,-99.0
48,85,-99.0
48,86,-99.0
48,87,-99.0
48,88,-99.0
48,89,-99.0
48,90,-99.0
48,91,-99.0
48,92,-99.0
48,93,1995.92
48,94,1889.11
48,95,1835.55
48,96,-99.0
48,97,1696.06
48,98,1528.42
48,99,1398.25
48,100,1240.08
48,101,1173.13
48,102,-99.0
48,103,-99.0
48,104,-99.0
48,105,-99.0
48,106,-99.0
48,107,-99.0
48,108,-99.0
48,109,-99.0
48,110,-99.0
48,111,-99.0
48,112,-99.0
48,113,-99.0
48,114,-99.0
48,115,-99.0
48,116,-99.0
48,117,-99.0
48,118,-99.0
49,0,-99.0
49,1,-99.0
49,2,381.63
49,3,417.03
49,4,421.9
49,5,482.01
49,6,534.03
49,7,612.87
49,8,680.54
49,9,721.34
49,10,738.74
49,11,756.02
49,12,809.77
49,13,868.68
49,14,908.86
49,15,946.35
49,16,998.27
49,17,957.14
49,18,894.52
49,19,830.92
49,20,703.97
49,21,614.8
49,22,527.51
49,23,510.69
49,24,553.66
49,25,576.92
49,26,602.0
49,27,621.42
49,28,644.01
49,29,669.5
49,30,673.01
49,31,718.71
49,32,795.59
49,33,819.5
49,34,819.32
49,35,849.6
49,36,903.87
49,37,932.53
49,38,978.93
49,39,1028.99
49,40,1071.2
49,41,1159.79
49,42,1237.8
49,43,1268.66
49,44,1262.71
49,45,1267.31
49,46,1320.29
49,47,1326.27
49,48,1293.2
49,49,1298.97
49,50,1239.76
49,51,1204.78
49,52,1176.33
49,53,1123.12
49,54,1101.68
49,55,1055.96
49,56,1047.88
49,57,1033.19
49,58,965.15
49,59,903.99
49,60,846.44
49,61,769.28
49,62,763.43
49,63,794.18
49,64,801.87
49,65,816.5
49,66,798.01
49,67,833.33
49,68,879.78
49,69,947.22
49,70,1067.92
49,71,1188.58
49,72,1328.02
49,73,1443.8
49,74,1563.98
49,75,1611.76
49,76,1637.74
49,77,1688.23
49,78,1723.38
49,79,1745.82
49,80,1762.45
49,81,1773.3
49,82,1745.4
49,83,-99.0
49,84,-99.0
49,85,-99.0
49,86,-99.0
49,87,-99.0
49,88,-99.0
49,89,-99.0
49,90,-99.0
49,91,-99.0
49,92,-99.0
49,93,1786.58
49,94,1751.63
49,95,-99.0
49,96,-99.0
49,97,1514.13
49,98,1349.05
49,99,1247.22
49,100,1161.25
49,101,1091.63
49,102,-99.0
49,103,-99.0
49,104,-99.0
49,105,-99.0
49,106,-99.0
49,107,-99.0
49,108,-99.0
49,109,-99.0
49,110,-99.0
49,111,-99.0
49,112,-99.0
49,113,-99.0
49,114,-99.0
49,115,-99.0
49,116,-99.0
49,117,-99.0
49,118,-99.0
50,0,-99.0
50,1,-99.0
50,2,-99.0
50,3,439.35
50,4,481.8
50,5,527.56
50,6,623.58
50,7,697.52
50,8,737.19
50,9,780.28
50,10,801.11
50,11,828.65
50,12,891.3
50,13,947.25
50,14,988.26
50,15,1044.11
50,16,1084.17
50,17,1044.72
50,18,981.22
50,19,922.31
50,20,829.86
50,21,671.54
50,22,534.92
50,23,492.39
50,24,493.25
50,25,545.31
50,26,607.61
50,27,604.85
50,28,622.22
50,29,649.33
50,30,648.63
50,31,723.3
50,32,746.57
50,33,777.84
50,34,780.06
50,35,796.54
50,36,856.3
50,37,880.98
50,38,926.24
50,39,986.41
50,40,1049.1
50,41,1117.83
50,42,1166.89
50,43,1217.91
50,44,1255.15
50,45,1295.76
50,46,1347.96
50,47,1394.3
50,48,1366.85
50,49,1316.23
50,50,1292.3
50,51,1257.96
50,52,1262.27
50,53,1194.41
50,54,1118.46
50,55,1078.45
50,56,1040.34
50,57,957.9
50,58,903.91
50,59,866.38
50,60,852.97
50,61,823.0
50,62,791.77
50,63,821.96
50,64,849.03
50,65,863.64
50,66,860.36
50,67,876.92
50,68,928.96
50,69,990.66
50,70,1054.71
50,71,1161.03
50,72,1313.07
50,73,1441.35
50,74,1512.93
50,75,1582.64
50,76,1642.46
50,77,1709.54
50,78,1722.11
50,79,1756.28
50,80,1781.26
50,81,1796.81
50,82,1777.54
50,83,1767.37
50,84,-99.0
50,85,-99.0
50,86,-99.0
50,87,-99.0
50,88,-99.0
50,89,-99.0
50,90,-99.0
50,91,-99.0
50,92,-99.0
50,93,-99.0
50,94,1636.95
50,95,-99.0
50,96,-99.0
50,97,1427.13
50,98,1262.83
50,99,1135.23
50,100,1058.46
50,101,-99.0
50,102,-99.0
50,103,-99.0
50,104,-99.0
50,105,-99.0
50,106,-99.0
50,107,-99.0
50,108,-99.0
50,109,-99.0
50,110,-99.0
50,111,-99.0
50,112,-99.0
50,113,-99.0
50,114,-99.0
50,115,-99.0
50,116,-99.0
50,117,-99.0
50,118,-99.0
51,0,-99.0
51,1,-99.0
51,2,-99.0
51,3,-99.0
51,4,-99.0
51,5,582.69
51,6,684.29
51,7,790.75
51,8,-99.0
51,9,869.39
51,10,913.89
51,11,958.55
51,12,1050.59
51,13,1115.6
51,14,1145.25
51,15,1175.83
51,16,1166.03
51,17,1117.89
51,18,1061.18
51,19,977.12
51,20,922.92
51,21,741.72
51,22,585.17
51,23,481.22
51,24,481.62
51,25,499.01
51,26,537.09
51,27,547.34
51,28,544.55
51,29,584.27
51,30,602.32
51,31,653.7
51,32,671.36
51,33,710.93
51,34,736.57
51,35,759.24
51,36,796.77
51,37,820.09
51,38,854.16
51,39,914.76
51,40,987.56
51,41,1072.86
51,42,1135.03
51,43,1152.54
51,44,1242.85
51,45,1260.37
51,46,1315.3
51,47,1348.51
51,48,1351.4
51,49,1354.62
51,50,1348.16
51,51,1321.35
51,52,1283.06
51,53,1274.63
51,54,1213.54
51,55,1142.79
51,56,1059.96
51,57,991.87
51,58,938.26
51,59,931.78
51,60,934.25
51,61,914.03
51,62,904.68
51,63,885.67
51,64,918.2
51,65,916.29
51,66,935.09
51,67,934.76
51,68,971.33
51,69,1026.41
51,70,1101.75
51,71,1185.42
51,72,1335.43
51,73,1448.32
51,74,1560.65
51,75,1642.55
51,76,1687.69
51,77,1689.16
51,78,1770.2
51,79,1833.56
51,80,1909.66
51,81,1886.25
51,82,1875.3
51,83,1898.35
51,84,-99.0
51,85,-99.0
51,86,-99.0
51,87,-99.0
51,88,-99.0
51,89,-99.0
51,90,-99.0
51,91,-99.0
51,92,-99.0
51,93,-99.0
51,94,-99.0
51,95,-99.0
51,96,-99.0
51,97,-99.0
51,98,1189.78
51,99,1083.56
51,100,995.58
51,101,-99.0
51,102,-99.0
51,103,-99.0
51,104,-99.0
51,105,-99.0
51,106,-99.0
51,107,-99.0
51,108,-99.0
51,109,-99.0
51,110,-99.0
51,111,-99.0
51,112,-99.0
51,113,-99.0
51,114,-99.0
51,115,-99.0
51,116,-99.0
51,117,-99.0
51,118,-99.0
52,0,-99.0
52,1,-99.0
52,2,-99.0
52,3,-99.0
52,4,-99.0
52,5,-99.0
52,6,-99.0
52,7,-99.0
52,8,-99.0
52,9,922.81
52,10,986.86
52,11,1048.23
52,12,1123.01
52,13,1227.05
52,14,1263.02
52,15,1202.11
52,16,1190.4
52,17,1124.21
52,18,1021.1
52,19,958.81
52,20,881.18
52,21,755.09
52,22,663.33
52,23,553.67
52,24,487.62
52,25,489.36
52,26,484.32
52,27,478.9
52,28,497.14
52,29,522.3
52,30,566.12
52,31,630.27
52,32,659.1
52,33,677.34
52,34,702.08
52,35,759.11
52,36,772.36
52,37,809.78
52,38,807.67
52,39,847.92
52,40,920.09
52,41,1009.86
52,42,1040.87
52,43,1123.28
52,44,1152.24
52,45,1215.78
52,46,1276.44
52,47,1342.99
52,48,1364.17
52,49,1353.8
52,50,1388.26
52,51,1357.82
52,52,1350.42
52,53,1342.53
52,54,1307.11
52,55,1244.05
52,56,1193.79
52,57,1133.15
52,58,1042.01
52,59,1000.1
52,60,993.6
52,61,1001.1
52,62,1020.42
52,63,1016.63
52,64,995.42
52,65,992.55
52,66,985.71
52,67,1023.74
52,68,1080.59
52,69,1131.03
52,70,1194.78
52,71,1297.01
52,72,1437.17
52,73,1542.29
52,74,1673.97
52,75,1752.01
52,76,1824.55
52,77,1928.11
52,78,1961.3
52,79,2029.86
52,80,2061.55
52,81,2054.36
52,82,2007.06
52,83,2014.22
52,84,-99.0
52,85,-99.0
52,86,-99.0
52,87,-99.0
52,88,-99.0
52,89,-99.0
52,90,-99.0
52,91,-99.0
52,92,-99.0
52,93,-99.0
52,94,-99.0
52,95,-99.0
52,96,-99.0
52,97,-99.0
52,98,1185.76
52,99,1067.4
52,100,-99.0
52,101,-99.0
52,102,-99.0
52,103,-99.0
52,104,-99.0
52,105,-99.0
52,106,-99.0
52,107,-99.0
52,108,-99.0
52,109,-99.0
52,110,-99.0
52,111,-99.0
52,112,-99.0
52,113,-99.0
52,114,-99.0
52,115,-99.0
52,116,-99.0
52,117,-99.0
52,118,-99.0
53,0,-99.0
53,1,-99.0
53,2,-99.0
53,3,-99.0
53,4,647.53
53,5,-99.0
53,6,750.22
53,7,816.82
53,8,904.56
53,9,988.4
53,10,1032.61
53,11,1091.6
53,12,1133.97
53,13,1193.94
53,14,1191.38
53,15,1156.35
53,16,1088.61
53,17,1051.39
53,18,1005.77
53,19,931.16
53,20,878.92
53,21,779.83
53,22,685.82
53,23,587.43
53,24,526.19
53,25,481.19
53,26,443.96
53,27,450.81
53,28,493.62
53,29,521.17
53,30,561.38
53,31,597.44
53,32,639.68
53,33,671.0
53,34,696.93
53,35,750.77
53,36,807.8
53,37,819.66
53,38,831.07
53,39,844.5
53,40,895.01
53,41,929.74
53,42,1044.9
53,43,1132.7
53,44,1188.06
53,45,1269.47
53,46,1307.25
53,47,1355.44
53,48,1365.17
53,49,1359.7
53,50,1427.86
53,51,1409.19
53,52,1440.71
53,53,1398.84
53,54,1371.45
53,55,1314.16
53,56,1219.67
53,57,1193.12
53,58,1158.0
53,59,1113.91
53,60,1064.52
53,61,1055.91
53,62,1096.44
53,63,1075.11
53,64,1095.31
53,65,1094.33
53,66,1066.08
53,67,1068.58
53,68,1125.52
53,69,1240.31
53,70,1349.89
53,71,1443.01
53,72,1548.51
53,73,1707.95
53,74,1847.92
53,75,1929.81
53,76,2024.02
53,77,2133.18
53,78,2166.88
53,79,2239.26
53,80,2322.46
53,81,2314.25
53,82,2234.94
53,83,2192.55
53,84,-99.0
53,85,-99.0
53,86,-99.0
53,87,-99.0
53,88,-99.0
53,89,-99.0
53,90,-99.0
53,91,-99.0
53,92,-99.0
53,93,-99.0
53,94,-99.0
53,95,-99.0
53,96,-99.0
53,97,-99.0
53,98,1111.2
53,99,1060.14
53,100,1000.24
53,101,-99.0
53,102,-99.0
53,103,-99.0
53,104,-99.0
53,105,-99.0
53,106,-99.0
53,107,-99.0
53,108,-99.0
53,109,-99.0
53,110,-99.0
53,111,-99.0
53,112,-99.0
53,113,-99.0
53,114,-99.0
53,115,-99.0
53,116,-99.0
53,117,-99.0
53,118,-99.0
54,0,-99.0
54,1,-99.0
54,2,-99.0
54,3,-99.0
54,4,674.18
54,5,706.87
54,6,755.61
54,7,813.68
54,8,893.29
54,9,973.5
54,10,1002.29
54,11,1025.63
54,12,1054.58
54,13,1092.3
54,14,1057.6
54,15,1038.7
54,16,965.16
54,17,-99.0
54,18,914.01
54,19,871.47
54,20,814.4
54,21,733.07
54,22,676.88
54,23,606.72
54,24,508.5
54,25,481.48
54,26,433.86
54,27,412.52
54,28,466.99
54,29,472.03
54,30,496.62
54,31,573.18
54,32,632.32
54,33,654.32
54,34,705.12
54,35,754.73
54,36,777.95
54,37,827.13
54,38,842.81
54,39,849.16
54,40,904.36
54,41,978.22
54,42,1090.78
54,43,1179.42
54,44,1274.6
54,45,1359.14
54,46,1350.15
54,47,1341.5
54,48,1343.24
54,49,1373.12
54,50,1479.82
54,51,1463.6
54,52,1474.84
54,53,1453.9
54,54,1382.86
54,55,1344.34
54,56,1300.66
54,57,1256.19
54,58,1236.88
54,59,1163.41
54,60,1153.02
54,61,1116.55
54,62,1124.77
54,63,1169.01
54,64,1173.48
54,65,1208.13
54,66,1183.21
54,67,1178.56
54,68,1234.03
54,69,1357.2
54,70,1462.19
54,71,1541.32
54,72,1687.47
54,73,1850.36
54,74,1911.12
54,75,1969.46
54,76,2091.72
54,77,2230.57
54,78,2346.69
54,79,2471.88
54,80,2546.86
54,81,2506.58
54,82,2442.66
54,83,2372.32
54,84,-99.0
54,85,-99.0
54,86,-99.0
54,87,-99.0
54,88,-99.0
54,89,-99.0
54,90,-99.0
54,91,-99.0
54,92,-99.0
54,93,-99.0
54,94,-99.0
54,95,-99.0
54,96,-99.0
54,97,-99.0
54,98,1142.79
54,99,1087.24
54,100,-99.0
54,101,-99.0
54,102,-99.0
54,103,-99.0
54,104,-99.0
54,105,-99.0
54,106,-99.0
54,107,-99.0
54,108,-99.0
54,109,-99.0
54,110,-99.0
54,111,-99.0
54,112,-99.0
54,113,-99.0
54,114,-99.0
54,115,-99.0
54,116,-99.0
54,117,-99.0
54,118,-99.0
55,0,-99.0
55,1,-99.0
55,2,-99.0
55,3,-99.0
55,4,-99.0
55,5,645.88
55,6,710.63
55,7,777.39
55,8,870.51
55,9,912.11
55,10,955.73
55,11,952.61
55,12,959.31
55,13,937.34
55,14,904.65
55,15,886.95
55,16,850.43
55,17,-99.0
55,18,809.38
55,19,774.27
55,20,725.97
55,21,650.05
55,22,618.66
55,23,588.59
55,24,488.53
55,25,434.41
55,26,390.32
55,27,391.85
55,28,430.46
55,29,451.82
55,30,488.5
55,31,560.89
55,32,609.41
55,33,682.49
55,34,682.65
55,35,733.65
55,36,774.71
55,37,796.92
55,38,818.61
55,39,885.63
55,40,935.16
55,41,1019.71
55,42,1116.26
55,43,1219.25
55,44,1294.26
55,45,1311.18
55,46,1333.32
55,47,1303.7
55,48,1287.77
55,49,1310.7
55,50,1416.19
55,51,1423.8
55,52,1436.56
55,53,1406.57
55,54,1369.6
55,55,1347.55
55,56,1361.57
55,57,1368.3
55,58,1292.08
55,59,1237.66
55,60,1195.71
55,61,1183.59
55,62,1177.49
55,63,1183.94
55,64,1240.75
55,65,1292.48
55,66,1359.5
55,67,1326.52
55,68,1332.98
55,69,1411.78
55,70,1567.08
55,71,1651.05
55,72,1777.57
55,73,1908.78
55,74,1945.28
55,75,1989.22
55,76,2121.89
55,77,2272.66
55,78,2423.75
55,79,2577.58
55,80,-99.0
55,81,2653.49
55,82,2610.17
55,83,2586.01
55,84,-99.0
55,85,-99.0
55,86,-99.0
55,87,-99.0
55,88,-99.0
55,89,-99.0
55,90,-99.0
55,91,-99.0
55,92,-99.0
55,93,-99.0
55,94,-99.0
55,95,-99.0
55,96,-99.0
55,97,-99.0
55,98,-99.0
55,99,-99.0
55,100,-99.0
55,101,-99.0
55,102,-99.0
55,103,-99.0
55,104,-99.0
